t,W_spectrax,W_gx,Phi2_spectrax,Phi2_gx,qflux_spectrax,qflux_gx,pflux_spectrax,pflux_gx,phi_mode_re,phi_mode_im
7.793581005112094617e-01,nan,5.580156860351562500e+03,nan,1.542056394100189209e+03,nan,1.359318359375000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
7.845839143280275430e-01,nan,5.606372013092041016e+03,nan,1.644689385890960693e+03,nan,1.324998413085937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
7.897459077166789632e-01,nan,5.604882198333740234e+03,nan,1.545755671739578247e+03,nan,1.376974121093750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
7.947103245621236489e-01,nan,5.587969356536865234e+03,nan,1.526688699722290039e+03,nan,1.360176025390625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
7.997103256940438776e-01,nan,5.597989925384521484e+03,nan,1.538004067659378052e+03,nan,1.359064819335937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.048946760000952327e-01,nan,5.597041110992431641e+03,nan,1.532831165075302124e+03,nan,1.360005981445312500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.100719240733953441e-01,nan,5.591541847229003906e+03,nan,1.543548551559448242e+03,nan,1.364907836914062500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.150151641435198213e-01,nan,5.613029296875000000e+03,nan,1.548305605649948120e+03,nan,1.359498413085937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.201079152570670550e-01,nan,5.607879856109619141e+03,nan,1.554941087961196899e+03,nan,1.363405151367187500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.252464285277397726e-01,nan,5.606268978118896484e+03,nan,1.707652423143386841e+03,nan,1.326565185546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.303433862522211495e-01,nan,5.622397747039794922e+03,nan,1.536545402050018311e+03,nan,1.365194335937500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.355794736538583178e-01,nan,5.625869232177734375e+03,nan,1.667596343517303467e+03,nan,1.325003662109375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.406813137474339337e-01,nan,5.643362346649169922e+03,nan,1.544884903669357300e+03,nan,1.373312011718750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.459451177192072180e-01,nan,5.641414600372314453e+03,nan,1.555736159086227417e+03,nan,1.374944580078125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.511579553063262082e-01,nan,5.650445762634277344e+03,nan,1.565450099706649780e+03,nan,1.367757324218750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.562516074209572947e-01,nan,5.674341083526611328e+03,nan,1.661414314985275269e+03,nan,1.377571166992187500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.614531958358134789e-01,nan,5.699882186889648438e+03,nan,1.681715872764587402e+03,nan,1.358042480468750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.665457306261645787e-01,nan,5.708346252441406250e+03,nan,1.658375899791717529e+03,nan,1.371306152343750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.715611791401947084e-01,nan,5.730965167999267578e+03,nan,1.580709234476089478e+03,nan,1.413080810546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.764946936876696348e-01,nan,5.726548851013183594e+03,nan,1.566059119462966919e+03,nan,1.401980712890625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.815877191140196745e-01,nan,5.745222698211669922e+03,nan,1.674800453662872314e+03,nan,1.403907104492187500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.866990754488363047e-01,nan,5.748941719055175781e+03,nan,1.590625531435012817e+03,nan,1.411481445312500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.918462498293768803e-01,nan,5.754162677764892578e+03,nan,1.620417298555374146e+03,nan,1.409830078125000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
8.967413785735149911e-01,nan,5.774287849426269531e+03,nan,1.563373158574104309e+03,nan,1.430269287109375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.018766730462307590e-01,nan,5.761618038177490234e+03,nan,1.564863602638244629e+03,nan,1.426331420898437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.069667172675793809e-01,nan,5.779011924743652344e+03,nan,1.565366399526596069e+03,nan,1.437569702148437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.121192409868027484e-01,nan,5.784577835083007812e+03,nan,1.570912815093994141e+03,nan,1.446377929687500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.172264939636410874e-01,nan,5.785375328063964844e+03,nan,1.639527641296386719e+03,nan,1.425350708007812500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.224487593288557274e-01,nan,5.803473747253417969e+03,nan,2.269948005676269531e+03,nan,1.390231567382812500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.273266509295098325e-01,nan,5.841228885650634766e+03,nan,1.639596836566925049e+03,nan,1.459029052734375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.322944648623016084e-01,nan,5.830619052886962891e+03,nan,1.751529753208160400e+03,nan,1.454628662109375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.374055248218832181e-01,nan,5.840594070434570312e+03,nan,1.619471830368041992e+03,nan,1.463199218750000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.424297411348860898e-01,nan,5.877349269866943359e+03,nan,1.599969511032104492e+03,nan,1.465278076171875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.473254530332307910e-01,nan,5.894173385620117188e+03,nan,1.610440014123916626e+03,nan,1.471080810546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.523674294386814676e-01,nan,5.888933689117431641e+03,nan,1.681884786844253540e+03,nan,1.474340209960937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.574401077600218635e-01,nan,5.897864646911621094e+03,nan,1.633779256105422974e+03,nan,1.467416748046875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.623214823096890580e-01,nan,5.914051315307617188e+03,nan,1.615353968620300293e+03,nan,1.480452392578125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.672257147597828064e-01,nan,5.897470954895019531e+03,nan,1.611142159700393677e+03,nan,1.476560791015625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.719550237865079989e-01,nan,5.989627773284912109e+03,nan,1.966284911155700684e+03,nan,1.401093261718750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.768221211666107129e-01,nan,5.987902999877929688e+03,nan,1.636664673805236816e+03,nan,1.473045898437500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.818992636799993567e-01,nan,5.964213657379150391e+03,nan,2.048747404098510742e+03,nan,1.416742675781250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.869291937163335859e-01,nan,5.977838203430175781e+03,nan,1.614033496856689453e+03,nan,1.483410034179687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.919802277879977703e-01,nan,5.984122356414794922e+03,nan,1.624770651340484619e+03,nan,1.487887084960937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
9.969073987392954583e-01,nan,6.002279136657714844e+03,nan,1.730905760049819946e+03,nan,1.485836425781250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.001934731762209818e+00,nan,6.034848197937011719e+03,nan,1.799303446769714355e+03,nan,1.492175292968750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.006968007858760839e+00,nan,6.035046508789062500e+03,nan,1.640343531847000122e+03,nan,1.501147705078125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.012280957069211729e+00,nan,6.019753967285156250e+03,nan,1.792281527042388916e+03,nan,1.501940185546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.017297217646895513e+00,nan,6.034025741577148438e+03,nan,1.684102102518081665e+03,nan,1.501902954101562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.022276567791299717e+00,nan,6.051975353240966797e+03,nan,1.689801593065261841e+03,nan,1.501986572265625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.027202589352736783e+00,nan,6.035157752990722656e+03,nan,1.691555955886840820e+03,nan,1.512198486328125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.032268206421806722e+00,nan,6.044774063110351562e+03,nan,1.636236894845962524e+03,nan,1.520034912109375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.037525970607927395e+00,nan,6.047277515411376953e+03,nan,1.642726118803024292e+03,nan,1.525056396484375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.042860110457622280e+00,nan,6.048771373748779297e+03,nan,1.646813815832138062e+03,nan,1.525751953125000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.048159256529478833e+00,nan,6.061606620788574219e+03,nan,2.277771667003631592e+03,nan,1.476176513671875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.053207834369452423e+00,nan,6.079534957885742188e+03,nan,1.951168159961700439e+03,nan,1.482553222656250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.058086439916251509e+00,nan,6.064034942626953125e+03,nan,1.682304949760437012e+03,nan,1.542978637695312500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.063231876529937781e+00,nan,6.065168777465820312e+03,nan,2.044347928047180176e+03,nan,1.503910400390625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.068336563805538431e+00,nan,6.070669692993164062e+03,nan,1.718477933168411255e+03,nan,1.512153930664062500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.073358930639185971e+00,nan,6.064124485015869141e+03,nan,1.681089131832122803e+03,nan,1.525230224609375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.078394908268121677e+00,nan,6.070514209747314453e+03,nan,1.646267336130142212e+03,nan,1.528009521484375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.083569298680568727e+00,nan,6.074843696594238281e+03,nan,1.686559702157974243e+03,nan,1.521607666015625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.088614882630549063e+00,nan,6.077671253204345703e+03,nan,3.032667458534240723e+03,nan,1.343321166992187500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.093579883429339317e+00,nan,6.087530006408691406e+03,nan,1.648908586025238037e+03,nan,1.526602905273437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.098684910406709347e+00,nan,6.089423442840576172e+03,nan,1.675592851400375366e+03,nan,1.515378417968750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.103743638947427774e+00,nan,6.119751815795898438e+03,nan,1.635654464244842529e+03,nan,1.515071289062500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.107999973935803961e+00,nan,6.103940536499023438e+03,nan,1.646339366436004639e+03,nan,1.520870605468750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.113093559712731606e+00,nan,6.522781776428222656e+03,nan,1.649981417655944824e+03,nan,1.537066284179687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.117441986420435684e+00,nan,6.666307319641113281e+03,nan,1.678953464746475220e+03,nan,1.564517456054687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.121031597712581984e+00,nan,6.610221664428710938e+03,nan,1.682923228979110718e+03,nan,1.551863403320312500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.125861861041302703e+00,nan,6.842897148132324219e+03,nan,2.107387599945068359e+03,nan,1.513178222656250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.130734923846035578e+00,nan,6.821089042663574219e+03,nan,1.659176415920257568e+03,nan,1.532549804687500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.135951517452576054e+00,nan,6.805708618164062500e+03,nan,1.813219258785247803e+03,nan,1.505281860351562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.140914456215901041e+00,nan,6.848878562927246094e+03,nan,1.600537997245788574e+03,nan,1.495886596679687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.145819348812571192e+00,nan,6.867718162536621094e+03,nan,1.613468991756439209e+03,nan,1.479404907226562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.150876303339356310e+00,nan,6.844921035766601562e+03,nan,1.589609487056732178e+03,nan,1.460980468750000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.156010134768336473e+00,nan,6.862910377502441406e+03,nan,1.577105319976806641e+03,nan,1.442611083984375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.161116981305925000e+00,nan,6.845296012878417969e+03,nan,1.541384076595306396e+03,nan,1.439711425781250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.166428118644754930e+00,nan,6.837960525512695312e+03,nan,1.627585866689682007e+03,nan,1.408648681640625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.171517571719975503e+00,nan,6.856984428405761719e+03,nan,1.583764361858367920e+03,nan,1.397729125976562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.176512706679867071e+00,nan,6.847322662353515625e+03,nan,1.539663677453994751e+03,nan,1.398936279296875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.181763570397703855e+00,nan,6.855394729614257812e+03,nan,1.685197103500366211e+03,nan,1.337781250000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.186671235292930726e+00,nan,6.833366249084472656e+03,nan,1.487140084981918335e+03,nan,1.374471069335937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.191747774108947944e+00,nan,6.830594268798828125e+03,nan,1.458430456638336182e+03,nan,1.365848876953125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.196684350636748828e+00,nan,6.818818542480468750e+03,nan,1.450385901451110840e+03,nan,1.354733642578125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.201731735634685050e+00,nan,6.824882110595703125e+03,nan,1.502886745214462280e+03,nan,1.322605468750000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.206945925419430576e+00,nan,6.821261886596679688e+03,nan,1.422666168451309204e+03,nan,1.326523315429687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.212076560200980868e+00,nan,6.822064880371093750e+03,nan,1.409020531535148621e+03,nan,1.328301025390625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.217435039427896992e+00,nan,6.835051765441894531e+03,nan,3.095125143051147461e+03,nan,1.146389404296875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.222321587203142323e+00,nan,6.845661567687988281e+03,nan,1.442125241994857788e+03,nan,1.294024414062500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.227330218978917475e+00,nan,6.839338851928710938e+03,nan,1.391620429277420044e+03,nan,1.316193115234375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.232538066041661606e+00,nan,6.836535446166992188e+03,nan,1.648018937110900879e+03,nan,1.302606933593750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.237643523777251620e+00,nan,6.864562561035156250e+03,nan,1.391328694820404053e+03,nan,1.305204467773437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.242798178533042641e+00,nan,6.871932785034179688e+03,nan,1.381815604090690613e+03,nan,1.313759765625000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.248038140227015758e+00,nan,6.859908020019531250e+03,nan,1.535003653764724731e+03,nan,1.278608032226562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.253091855810278377e+00,nan,6.864537727355957031e+03,nan,1.527171638488769531e+03,nan,1.291794189453125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.258222265378984073e+00,nan,6.883323059082031250e+03,nan,1.384562734246253967e+03,nan,1.314376953125000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.263304619358987413e+00,nan,6.888329666137695312e+03,nan,1.389923571348190308e+03,nan,1.317057373046875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.268441236788638626e+00,nan,6.881618156433105469e+03,nan,1.468840961694717407e+03,nan,1.305152832031250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.273460102158904927e+00,nan,6.910463836669921875e+03,nan,1.395023611307144165e+03,nan,1.312226440429687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.278702692274461983e+00,nan,6.900780921936035156e+03,nan,1.387466139078140259e+03,nan,1.304525024414062500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.283892720628492912e+00,nan,6.895532859802246094e+03,nan,1.407605895757675171e+03,nan,1.317454345703125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.288965920345613858e+00,nan,6.892941841125488281e+03,nan,1.383905661463737488e+03,nan,1.318565673828125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.293970956870287958e+00,nan,6.885982795715332031e+03,nan,1.477847336769104004e+03,nan,1.320098876953125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.299089955521765205e+00,nan,6.881048507690429688e+03,nan,1.418843266010284424e+03,nan,1.306883789062500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.304113183029038892e+00,nan,6.877228668212890625e+03,nan,1.388923528790473938e+03,nan,1.319031982421875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.309051413160812860e+00,nan,6.883929847717285156e+03,nan,1.399636619806289673e+03,nan,1.328908935546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.314089324357753830e+00,nan,6.887851737976074219e+03,nan,1.382271519660949707e+03,nan,1.319669433593750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.319291532137077949e+00,nan,6.905950813293457031e+03,nan,1.394163843631744385e+03,nan,1.319155273437500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.324368712997026520e+00,nan,6.903633293151855469e+03,nan,1.412945596218109131e+03,nan,1.323299804687500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.329391082527500156e+00,nan,6.905772506713867188e+03,nan,1.393562722206115723e+03,nan,1.321256347656250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.334428713907303665e+00,nan,6.910343254089355469e+03,nan,1.445095373392105103e+03,nan,1.323106689453125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.339460005672029608e+00,nan,6.922763946533203125e+03,nan,1.409778508186340332e+03,nan,1.326617187500000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.344443976466568547e+00,nan,6.916111160278320312e+03,nan,1.406502043008804321e+03,nan,1.322671630859375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.349491740515168736e+00,nan,6.911461975097656250e+03,nan,1.399554528236389160e+03,nan,1.318905029296875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.354569316684598235e+00,nan,6.923070533752441406e+03,nan,1.487421810388565063e+03,nan,1.320182250976562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.359832153022407786e+00,nan,6.921657905578613281e+03,nan,1.452387661218643188e+03,nan,1.323987060546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.365077723587872383e+00,nan,6.925318328857421875e+03,nan,1.416834146499633789e+03,nan,1.318309814453125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.370222058591977543e+00,nan,6.935515151977539062e+03,nan,1.388374851226806641e+03,nan,1.326632202148437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.375183707082812123e+00,nan,6.926837028503417969e+03,nan,1.527818030118942261e+03,nan,1.316748657226562500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.379938336319790793e+00,nan,6.989681289672851562e+03,nan,1.396781895875930786e+03,nan,1.328862304687500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.384862614659501556e+00,nan,6.968773666381835938e+03,nan,1.411022996902465820e+03,nan,1.342469970703125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.390108003875609288e+00,nan,6.968952911376953125e+03,nan,1.543598814487457275e+03,nan,1.326238037109375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.395008558931060128e+00,nan,6.969539360046386719e+03,nan,1.421398157835006714e+03,nan,1.350665039062500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.400187125294170221e+00,nan,6.956049461364746094e+03,nan,1.423319211006164551e+03,nan,1.345277587890625000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.405366426032633287e+00,nan,6.970913124084472656e+03,nan,1.537428274393081665e+03,nan,1.342809936523437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.410512145580599563e+00,nan,6.967108253479003906e+03,nan,1.427895324945449829e+03,nan,1.351031250000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.415583295394622132e+00,nan,6.987034202575683594e+03,nan,1.627420064449310303e+03,nan,1.337422363281250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.420678250001978782e+00,nan,6.995044151306152344e+03,nan,1.484602471113204956e+03,nan,1.344487060546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.425605300921662266e+00,nan,7.019836013793945312e+03,nan,1.492460586071014404e+03,nan,1.335231567382812500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.430522626645713391e+00,nan,7.004961662292480469e+03,nan,1.454533316135406494e+03,nan,1.346992675781250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.435603290251096009e+00,nan,6.999745079040527344e+03,nan,1.517592951774597168e+03,nan,1.308370361328125000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.440418063012004479e+00,nan,6.999269783020019531e+03,nan,1.428563854575157166e+03,nan,1.344166015625000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.445575400251002174e+00,nan,7.016948768615722656e+03,nan,1.423904009580612183e+03,nan,1.331814941406250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.450774230116181895e+00,nan,7.055459625244140625e+03,nan,1.446274357080459595e+03,nan,1.323805419921875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.455801868507051955e+00,nan,7.035572837829589844e+03,nan,1.448225746154785156e+03,nan,1.326962646484375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.460815752328649797e+00,nan,7.056581329345703125e+03,nan,1.411775175571441650e+03,nan,1.333771606445312500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.465781284726207501e+00,nan,7.036524971008300781e+03,nan,1.420262877464294434e+03,nan,1.327477294921875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.470952850204332307e+00,nan,7.049255157470703125e+03,nan,1.389751532554626465e+03,nan,1.325356933593750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.476143686609073136e+00,nan,7.046183898925781250e+03,nan,1.405482313394546509e+03,nan,1.321397949218750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.481328218531992702e+00,nan,7.037569168090820312e+03,nan,1.385025495767593384e+03,nan,1.320581542968750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.486454915392874776e+00,nan,7.036726089477539062e+03,nan,1.381275872468948364e+03,nan,1.320515136718750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.491580213034626290e+00,nan,7.044654541015625000e+03,nan,1.472242106437683105e+03,nan,1.304405273437500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.496699695898713545e+00,nan,7.062519920349121094e+03,nan,1.380657877922058105e+03,nan,1.312008789062500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.501587858917051488e+00,nan,7.047215370178222656e+03,nan,1.368269092082977295e+03,nan,1.302185302734375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.506474352167727959e+00,nan,7.095717506408691406e+03,nan,1.368523808002471924e+03,nan,1.301449340820312500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.511636093861743690e+00,nan,7.106581443786621094e+03,nan,1.392987221956253052e+03,nan,1.319790039062500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.516642300883486394e+00,nan,7.089456535339355469e+03,nan,1.451896288156509399e+03,nan,1.294007324218750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.521590814677907799e+00,nan,7.110193984985351562e+03,nan,1.382676643610000610e+03,nan,1.299174560546875000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.526859187836714815e+00,nan,7.112305801391601562e+03,nan,1.401865628480911255e+03,nan,1.300287597656250000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.531893458993526469e+00,nan,7.124149429321289062e+03,nan,1.560170704841613770e+03,nan,1.275610717773437500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.537015656336644387e+00,nan,7.144688873291015625e+03,nan,1.458945940732955933e+03,nan,1.308174194335937500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.541910409810308913e+00,nan,7.131547805786132812e+03,nan,1.632666824340820312e+03,nan,1.294520996093750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.546839808287388429e+00,nan,7.174133056640625000e+03,nan,1.617341474056243896e+03,nan,1.260899291992187500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.551756085086745562e+00,nan,7.164901535034179688e+03,nan,1.380586211681365967e+03,nan,1.307673828125000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.556961517638858261e+00,nan,7.177869148254394531e+03,nan,1.696234111547470093e+03,nan,1.226457885742187500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.561946741496886393e+00,nan,7.177337348937988281e+03,nan,1.367067605018615723e+03,nan,1.311177490234375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.566943514885581701e+00,nan,7.180440711975097656e+03,nan,1.369780964374542236e+03,nan,1.297908081054687500e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.571910511854698766e+00,nan,7.174157470703125000e+03,nan,1.368931468367576599e+03,nan,1.301553710937500000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.577015355914146655e+00,nan,7.191406044006347656e+03,nan,1.365443448662757874e+03,nan,1.306101074218750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
1.582198183212813580e+00,nan,7.191525459289550781e+03,nan,1.650490400314331055e+03,nan,1.297681640625000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
