t,W_spectrax,W_gx,Phi2_spectrax,Phi2_gx,qflux_spectrax,qflux_gx,pflux_spectrax,pflux_gx,phi_mode_re,phi_mode_im
2.392751251348511854e+00,nan,1.456032395935058594e+04,nan,2.744186294078826904e+02,nan,3.047565917968750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.397808648607824722e+00,nan,1.456503378295898438e+04,nan,2.589255270361900330e+02,nan,3.173275756835937500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.402846362983102058e+00,nan,1.458536177062988281e+04,nan,2.416558414459228516e+03,nan,-3.759365081787109375e+01,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.407739902118046782e+00,nan,1.458048693847656250e+04,nan,2.522527034282684326e+02,nan,3.131011352539062500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.412901991656177803e+00,nan,1.457898245239257812e+04,nan,2.600037426352500916e+02,nan,3.059040527343750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.417867832934223138e+00,nan,1.458289675903320312e+04,nan,2.559110867977142334e+02,nan,3.208757934570312500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.422904762564408898e+00,nan,1.456645228576660156e+04,nan,2.506840018630027771e+02,nan,3.051986083984375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.428036038305449562e+00,nan,1.456159400939941406e+04,nan,2.459732327461242676e+02,nan,3.084230957031250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.433213190595051145e+00,nan,1.456489515686035156e+04,nan,2.514094660878181458e+02,nan,3.129375915527343750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.438206862720286416e+00,nan,1.457317900085449219e+04,nan,2.640793877840042114e+02,nan,3.040671386718750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.443349749221727318e+00,nan,1.456798617553710938e+04,nan,2.726207205653190613e+02,nan,3.074542846679687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.448566610861527604e+00,nan,1.455534402465820312e+04,nan,2.415180929601192474e+02,nan,3.076554565429687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.453694307960124998e+00,nan,1.459067106628417969e+04,nan,2.722511947154998779e+02,nan,3.094608154296875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.458860395360662920e+00,nan,1.458995309448242188e+04,nan,2.627450860142707825e+02,nan,3.101345214843750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.464012324112561991e+00,nan,1.457916351318359375e+04,nan,2.633543998599052429e+02,nan,3.141610717773437500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.469238249027523757e+00,nan,1.458240083312988281e+04,nan,3.486438198089599609e+02,nan,2.794735107421875000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.474251906829186609e+00,nan,1.459286497497558594e+04,nan,2.463330335021018982e+02,nan,3.161207275390625000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.479294420322003756e+00,nan,1.458145440673828125e+04,nan,2.562460951209068298e+02,nan,3.023606567382812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.484416479899634211e+00,nan,1.459900320434570312e+04,nan,2.509859184622764587e+02,nan,3.014944458007812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.489460657122747556e+00,nan,1.459062220764160156e+04,nan,2.902354264259338379e+02,nan,2.976524963378906250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.494553810221581180e+00,nan,1.458474617004394531e+04,nan,2.407985078692436218e+02,nan,2.990367736816406250e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.499690285229025477e+00,nan,1.458565536499023438e+04,nan,2.673387194871902466e+02,nan,2.927131347656250000e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
2.500028569145547053e+00,nan,1.458567051696777344e+04,nan,2.476786534786224365e+02,nan,2.974722595214843750e+02,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan
